STATION,LAT,LON,ELEV(M),X,Y,Z,TEMP,DAY_OF_YEAR
720636,38.35,-93.683,251.2,-321734.456246,-4998270.37635,3936140.74369,70.7,100
720637,29.5,-95.477,21.0,-530277.638989,-5530412.81264,3122265.07362,71.8,100
720637,29.5,-95.477,21.0,-530277.638989,-5530412.81264,3122265.07362,72.4,100
720638,44.095,-121.2,1055.2,-2377171.68479,-3925176.99395,4416412.9629,41.9,100
720638,44.095,-121.2,1055.2,-2377171.68479,-3925176.99395,4416412.9629,41.3,100
720639,30.533,-98.367,333.2,-800142.686926,-5440235.53035,3221575.48869,71.8,100
720642,38.75,-104.85,2114.0,-1276934.79028,-4815983.13448,3972033.84441,52.4,100
720643,43.235,-93.624,374.6,-294196.81154,-4645074.77597,4346815.48267,67.0,100
720643,43.235,-93.624,374.6,-294196.81154,-4645074.77597,4346815.48267,65.4,100
720644,33.417,-112.683,311.2,-2055190.63083,-4917188.89088,3492825.45323,68.0,100
720645,38.717,-120.75,787.3,-2548106.99848,-4282982.79659,3968345.4333,52.7,100
720646,37.513,-122.501,20.1,-2721788.41699,-4272187.47632,3862720.91531,51.6,100
720647,31.106,-98.196,370.0,-779267.090968,-5410414.56363,3276152.71519,70.7,100
720648,30.395,-97.567,188.1,-725112.120333,-5458442.16661,3208314.68511,71.7,100
720648,30.395,-97.567,188.1,-725112.120333,-5458442.16661,3208314.68511,71.4,100
720649,36.33,-77.635,44.2,1101620.54702,-5025092.11947,3757779.87918,59.9,100
720651,40.225,-83.352,311.2,564589.441729,-4844057.41759,4097293.26336,59.5,100
720652,38.356,-119.519,2057.1,-2468299.38394,-4359330.76726,3937783.70183,39.7,100
720652,38.356,-119.519,2057.1,-2468299.38394,-4359330.76726,3937783.70183,37.8,100
720655,28.867,-82.567,3.1,723156.504792,-5542998.96729,3061001.63553,71.5,100
720659,30.735,-101.203,726.0,-1066179.49835,-5383120.61775,3241046.24051,74.0,100
720659,30.735,-101.203,726.0,-1066179.49835,-5383120.61775,3241046.24051,75.2,100
720665,27.2,-92.2,224.0,-217927.216003,-5672805.78405,2898045.9795,76.0,100
720665,27.2,-92.2,224.0,-217927.216003,-5672805.78405,2898045.9795,76.2,100
720666,28.6,-91.2,224.0,-117369.539001,-5603163.2722,3035159.21208,76.8,100
720666,28.6,-91.2,224.0,-117369.539001,-5603163.2722,3035159.21208,77.1,100
720668,27.817,-94.317,224.0,-424955.958084,-5629393.22641,2958688.72952,75.7,100
720669,27.3,-93.533,224.0,-349522.853371,-5661136.79794,2907897.29947,74.9,100
720669,27.3,-93.533,224.0,-349522.853371,-5661136.79794,2907897.29947,74.7,100
720671,31.554,-81.883,33.2,768118.934734,-5385629.26662,3318408.05021,65.8,100
720674,33.633,-85.15,354.2,449471.666488,-5297173.32752,3512822.19101,59.8,100
720674,33.633,-85.15,354.2,449471.666488,-5297173.32752,3512822.19101,60.8,100
720684,42.05,-104.933,1455.1,-1222571.40498,-4584134.09917,4250704.00417,45.9,100
720699,39.608,-77.008,240.5,1106259.63972,-4794791.23594,4044702.06045,64.1,100
720701,41.052,-93.689,339.9,-309932.903376,-4807075.73913,4167003.02708,68.9,100
720701,41.052,-93.689,339.9,-309932.903376,-4807075.73913,4167003.02708,69.9,100
720709,41.036,-83.982,232.6,505138.391558,-4791589.87721,4165592.37967,62.0,100
720712,31.429,-83.489,108.2,617706.077608,-5412298.1252,3306628.6505,68.7,100
720713,40.204,-84.532,307.2,464857.135119,-4856152.70415,4095509.94498,62.5,100
720714,33.912,-84.941,393.2,467277.128303,-5278393.95919,3538569.4303,70.9,100
720714,33.912,-84.941,393.2,467277.128303,-5278393.95919,3538569.4303,70.3,100
720717,29.117,-89.55,36.3,43797.8388891,-5576399.38181,3085254.41568,73.8,100
720718,28.643,-89.794,224.0,20141.6591992,-5602073.26153,3039342.68075,74.4,100
720719,28.433,-92.883,224.0,-282326.388852,-5606124.24658,3018895.82332,76.6,100
720721,29.483,-93.633,224.0,-352113.640838,-5545714.44488,3120724.78833,73.5,100
720722,29.117,-91.867,224.0,-181687.42198,-5573774.92509,3085345.74949,74.3,100
720722,29.117,-91.867,224.0,-181687.42198,-5573774.92509,3085345.74949,74.0,100
720725,28.058,-95.872,0.0,-576261.323887,-5603144.3177,2982178.9435,74.6,100
720725,28.058,-95.872,0.0,-576261.323887,-5603144.3177,2982178.9435,74.6,100
720729,28.5,-95.716,34.1,-558695.075774,-5581630.78666,3025333.08861,75.1,100
720732,27.733,-96.183,9.0,-608482.119599,-5616694.09326,2950352.34706,74.9,100
720734,43.581,-116.523,773.3,-2066778.96362,-4141153.44866,4375018.38996,53.1,100
720735,30.349,-85.788,17.4,404607.103712,-5493946.76824,3203828.65546,69.7,100
720736,41.066,-86.182,241.1,320682.153542,-4805272.40747,4168110.53456,68.9,100
720737,47.451,-99.151,490.1,-687232.692292,-4266217.14782,4676176.58772,41.3,100
720738,30.902,-83.881,80.2,583883.313551,-5446439.88804,3256616.69401,71.5,100
720738,30.902,-83.881,80.2,583883.313551,-5446439.88804,3256616.69401,71.3,100
720739,32.646,-93.298,85.0,-309266.882462,-5366923.22132,3421013.22802,72.4,100
720739,32.646,-93.298,85.0,-309266.882462,-5366923.22132,3421013.22802,72.2,100
720741,35.947,-114.861,671.2,-2173561.23704,-4690895.05414,3723826.42881,65.1,100
720741,35.947,-114.861,671.2,-2173561.23704,-4690895.05414,3723826.42881,62.5,100
720742,28.209,-100.019,236.2,-978610.894158,-5539236.18672,2997047.54367,79.7,100
720744,34.817,-82.7,309.1,666110.628946,-5199806.91928,3621394.54806,58.9,100
720747,41.733,-106.467,2225.0,-1351679.87311,-4572864.78564,4225000.16451,37.7,100
720749,48.35,-122.667,14.3,-2292194.15838,-3574986.84207,4742839.61056,53.7,100
720768,36.654,-83.218,430.1,605027.118824,-5087503.55242,3786915.01412,57.6,100
720768,36.654,-83.218,430.1,605027.118824,-5087503.55242,3786915.01412,58.2,100
720769,33.433,-88.849,101.2,107030.666997,-5327176.84553,3494190.91238,62.6,100
720771,31.841,-99.404,517.3,-886224.156343,-5350927.77378,3345739.64769,74.9,100
720775,35.507,-86.804,218.5,289805.554842,-5190053.15551,3683927.13813,61.0,100
720776,31.673,-89.172,72.5,78514.8837689,-5432679.10961,3329665.41819,65.8,100
720777,36.773,-77.794,100.3,1081490.9219,-4999558.8423,3797304.44471,60.6,100
720779,31.641,-96.514,166.1,-616600.300835,-5400099.67673,3326694.25105,71.3,100
720787,32.304,-90.411,75.3,-38708.1200539,-5396043.48352,3389012.19067,65.5,100
720835,46.789,-90.759,197.8,-57953.4652288,-4374564.86464,4625880.02938,56.4,100
720839,39.667,-119.876,1540.2,-2449565.85622,-4264057.82382,4050576.49675,45.7,100
720839,39.667,-119.876,1540.2,-2449565.85622,-4264057.82382,4050576.49675,45.6,100
720852,38.946,-104.57,2095.2,-1249946.12313,-4808938.11859,3988973.42155,52.4,100
720852,38.946,-104.57,2095.2,-1249946.12313,-4808938.11859,3988973.42155,50.9,100
720853,48.884,-99.621,555.0,-702368.888112,-4143418.03967,4782503.73132,34.3,100
720854,46.925,-103.982,840.0,-1054502.73291,-4235046.99834,4636688.04865,44.4,100
720854,46.925,-103.982,840.0,-1054502.73291,-4235046.99834,4636688.04865,43.6,100
720855,48.784,-97.632,272.2,-559224.703248,-4173412.78895,4774970.27403,37.4,100
720855,48.784,-97.632,272.2,-559224.703248,-4173412.78895,4774970.27403,37.2,100
720856,34.689,-86.006,198.1,365694.098253,-5237551.1055,3609663.99948,62.2,100
720858,48.48,-99.236,450.2,-679916.444556,-4181283.0187,4752760.74688,37.2,100
720859,44.251,-90.855,255.1,-68286.7246468,-4575731.80817,4428289.35569,69.0,100
720861,48.929,-103.297,594.1,-965714.539679,-4086215.64321,4785822.80744,43.7,100
720861,48.929,-103.297,594.1,-965714.539679,-4086215.64321,4785822.80744,43.6,100
720863,48.381,-102.898,691.0,-947462.894862,-4137503.90738,4745635.68688,42.4,100
720865,48.405,-97.371,251.2,-544261.666275,-4207254.28895,4747079.06959,38.4,100
720865,48.405,-97.371,251.2,-544261.666275,-4207254.28895,4747079.06959,38.1,100
720866,47.29,-101.581,553.2,-870149.7874,-4246187.45379,4664099.38696,42.8,100
720866,47.29,-101.581,553.2,-870149.7874,-4246187.45379,4664099.38696,42.9,100
720867,48.39,-100.024,472.1,-738662.307084,-4178925.32676,4746136.72501,39.5,100
720868,47.796,-103.254,643.1,-984244.211179,-4178628.09957,4702145.23335,45.0,100
720869,38.947,-92.683,218.2,-232514.882907,-4961752.71117,3987879.9051,72.2,100
720869,38.947,-92.683,218.2,-232514.882907,-4961752.71117,3987879.9051,72.1,100
720871,46.768,-100.894,593.1,-827205.676509,-4298042.08105,4624569.27828,41.1,100
720887,46.117,-89.883,491.0,9044.77287407,-4429287.11127,4574625.79416,65.4,100
720887,46.117,-89.883,491.0,9044.77287407,-4429287.11127,4574625.79416,66.1,100
720895,46.813,-101.86,636.7,-898805.866077,-4279945.89981,4628026.44111,42.6,100
720897,33.782,-83.693,264.3,583000.210858,-5274841.3254,3526521.18001,60.6,100
720902,43.067,-83.267,254.2,547178.862708,-4634872.17748,4333116.02478,64.4,100
720903,38.7,-87.13,143.3,249565.431313,-4978078.28045,3966469.96596,63.8,100
720903,38.7,-87.13,143.3,249565.431313,-4978078.28045,3966469.96596,65.2,100
720904,29.067,-81.283,24.1,845559.040497,-5514809.07461,3080405.75772,69.0,100
720904,29.067,-81.283,24.1,845559.040497,-5514809.07461,3080405.75772,68.5,100
720907,36.335,-84.162,359.7,523263.387433,-5117670.06509,3758413.78122,58.4,100
720909,48.301,-102.406,684.3,-913326.61064,-4151974.45355,4739717.07086,41.8,100
720909,48.301,-102.406,684.3,-913326.61064,-4151974.45355,4739717.07086,41.8,100
720911,46.942,-98.018,427.0,-608526.682154,-4320044.30352,4637676.95498,41.5,100
720912,29.233,-87.783,53.0,215483.833053,-5566148.78161,3096488.77673,77.5,100
720913,27.833,-91.983,30.2,-195313.388117,-5641030.88999,2960166.36,76.0,100
720914,28.633,-91.483,28.0,-144993.809185,-5600592.07767,3038276.0089,75.4,100
720914,28.633,-91.483,28.0,-144993.809185,-5600592.07767,3038276.0089,75.0,100
720917,29.183,-94.517,75.3,-438904.284094,-5555732.31832,3091662.28814,73.5,100
720918,29.296,-88.842,25.0,112504.071614,-5565743.32207,3102566.84016,75.4,100
720923,48.726,-116.295,711.1,-1867593.04774,-3779617.72737,4771047.66945,49.2,100
720924,34.915,-88.604,130.2,127559.908041,-5234382.56878,3630212.91384,64.2,100
720925,27.2,-90.033,50.3,-3269.62246824,-5676834.76716,2897966.58159,75.4,100
720925,27.2,-90.033,50.3,-3269.62246824,-5676834.76716,2897966.58159,75.6,100
720926,30.071,-94.216,10.1,-406130.191512,-5509376.97364,3177192.46623,73.7,100
720927,34.3,-90.512,53.0,-47133.8420923,-5274410.82089,3574015.90972,71.4,100
720927,34.3,-90.512,53.0,-47133.8420923,-5274410.82089,3574015.90972,70.2,100
720928,40.28,-83.115,288.0,584146.458109,-4837745.09874,4101939.51153,61.0,100
720929,45.506,-91.981,378.3,-154793.000176,-4475240.40713,4527206.43242,66.0,100
720929,45.506,-91.981,378.3,-154793.000176,-4475240.40713,4527206.43242,66.1,100
720942,41.233,-96.6,373.1,-552141.485394,-4772019.42102,4182163.477,74.0,100
720942,41.233,-96.6,373.1,-552141.485394,-4772019.42102,4182163.477,74.8,100
720943,32.521,-94.308,108.8,-404383.400618,-5368102.13041,3409345.53093,69.5,100
720944,40.367,-83.817,342.3,524162.146812,-4838364.7425,4109340.24884,62.6,100
720944,40.367,-83.817,342.3,524162.146812,-4838364.7425,4109340.24884,61.3,100
720946,30.617,-81.467,5.2,815156.231721,-5432930.61904,3229426.52146,68.9,100
720946,30.617,-81.467,5.2,815156.231721,-5432930.61904,3229426.52146,68.4,100
720948,32.11,-84.189,142.7,547515.563171,-5379916.75768,3370845.27273,66.3,100
720948,32.11,-84.189,142.7,547515.563171,-5379916.75768,3370845.27273,65.1,100
720949,37.974,-92.691,324.0,-236365.650298,-5028909.25926,3903368.802,69.1,100
720949,37.974,-92.691,324.0,-236365.650298,-5028909.25926,3903368.802,75.5,100
720951,32.609,-82.37,100.3,714072.824974,-5330435.36426,3417565.72065,64.3,100
720952,34.564,-117.675,920.5,-2442468.73039,-4657153.62685,3598662.92511,53.3,100
720953,29.248,-88.441,115.2,151527.273535,-5567498.75466,3097969.92236,73.9,100
720953,29.248,-88.441,115.2,151527.273535,-5567498.75466,3097969.92236,73.2,100
720954,26.933,-94.683,25.3,-464569.992137,-5671279.22364,2871610.41235,76.6,100
720954,26.933,-94.683,25.3,-464569.992137,-5671279.22364,2871610.41235,77.2,100
720957,29.117,-90.2,30.2,-19465.848165,-5576532.07293,3085251.44745,74.6,100
720961,40.711,-86.375,225.3,306124.793339,-4832068.81741,4138295.67512,62.4,100
720961,40.711,-86.375,225.3,306124.793339,-4832068.81741,4138295.67512,63.9,100
720962,32.214,-83.128,93.3,646301.439445,-5362719.61295,3380581.97252,64.3,100
720964,30.033,-85.533,5.2,430425.535862,-5509643.83725,3173543.85305,70.4,100
720965,32.433,-99.85,545.0,-921879.152086,-5309482.03788,3401346.75746,74.9,100
720966,33.227,-84.275,292.3,532782.249334,-5314325.8038,3475205.76951,61.3,100
720967,30.718,-91.479,12.2,-141649.296887,-5486209.71692,3239061.31763,70.5,100
720971,42.517,-108.783,2588.1,-1516641.18839,-4459440.92315,4289855.88665,31.4,100
720971,42.517,-108.783,2588.1,-1516641.18839,-4459440.92315,4289855.88665,30.9,100
720972,44.017,-92.483,355.0,-199043.852117,-4590105.68912,4409696.86606,67.8,100
720974,35.178,-86.066,298.1,358083.440315,-5207020.50446,3654197.40889,64.6,100
720977,41.333,-104.267,1667.3,-1182299.92198,-4649534.31286,4191364.36678,43.9,100
720978,41.517,-104.0,1607.2,-1157337.45845,-4641827.01202,4206651.4839,44.5,100
720981,41.367,-103.8,1546.0,-1143747.23183,-4656504.60804,4194119.58958,46.3,100
720983,41.367,-103.483,1453.0,-1117950.57067,-4662693.43753,4194058.12777,47.9,100
720986,41.05,-102.867,1293.0,-1072896.4398,-4696941.5156,4167461.43686,51.0,100
720989,40.917,-103.7,1518.8,-1143402.66224,-4690426.22041,4156457.11806,49.7,100
720993,40.883,-104.0,1649.0,-1168567.91466,-4686869.91164,4153687.72821,46.4,100
720994,47.283,-110.8,1219.2,-1539549.17073,-4052891.79663,4664060.75788,43.2,100
720995,47.283,-110.367,1234.4,-1508880.26695,-4064420.4154,4664071.92552,44.4,100
720996,47.1,-110.167,1336.6,-1499854.30872,-4083741.22172,4650318.70618,43.9,100
720999,47.6,-112.317,1343.3,-1636476.04045,-3986771.12824,4687993.87335,43.5,100
721001,47.333,-112.1,1310.6,-1629588.04697,-4013191.41261,4667897.89831,41.3,100
721002,47.7,-111.95,1178.7,-1607792.41837,-3989445.83066,4695363.67136,45.3,100
721003,47.317,-111.467,1108.0,-1585580.47297,-4032039.23191,4666542.95225,44.0,100
721004,47.75,-111.55,1152.1,-1578384.11425,-3996729.79952,4699084.32274,43.9,100
721005,46.45,-109.8,1329.8,-1491503.30875,-4142809.81303,4600816.54842,44.0,100
721007,47.017,-109.633,1256.1,-1463980.6293,-4103854.1532,4643972.40483,42.9,100
721008,47.067,-109.033,1161.3,-1419577.71556,-4115052.15441,4647691.70729,43.0,100
721011,47.967,-100.581,482.8,-785690.274503,-4206012.26689,4714778.92829,41.0,100
721012,47.909,-100.927,588.6,-811996.313013,-4205961.97566,4710536.7274,40.6,100
721013,47.714,-101.01,598.6,-821157.903094,-4220558.25479,4695982.17009,41.5,100
721014,47.795,-101.299,631.6,-841133.850586,-4209846.10234,4702062.01461,41.0,100
721015,47.751,-101.674,640.7,-869403.334685,-4207804.77494,4698780.53941,42.0,100
721016,47.896,-101.674,619.4,-866982.656726,-4196088.99256,4709590.46823,41.5,100
721017,48.12,-101.96,643.7,-884083.998993,-4173613.44095,4726273.39862,41.6,100
721018,47.974,-102.223,578.2,-905779.452409,-4181269.05886,4715370.93581,42.9,100
721019,48.345,-102.304,678.2,-905153.989974,-4150019.05741,4742966.13546,41.9,100
721021,48.412,-101.892,670.3,-874140.189369,-4150964.85027,4747909.25614,40.6,100
721022,48.551,-102.12,693.4,-888224.434766,-4136152.09272,4758173.33947,40.8,100
721023,48.789,-102.269,601.1,-894740.99025,-4114346.53089,4775584.06569,41.8,100
721024,48.673,-101.882,569.4,-868922.942117,-4129764.46396,4767050.86409,41.2,100
721025,48.76,-101.592,516.0,-846541.209597,-4126952.58219,4773394.54983,40.7,100
721026,48.825,-101.283,466.3,-823201.590541,-4126092.47017,4778119.48994,40.5,100
721028,43.985,-73.095,149.4,1336666.64098,-4398108.0509,4406996.30444,49.7,100
721029,41.572,-86.735,247.2,272176.005411,-4771103.44384,4210322.08022,67.5,100
721031,35.38,-86.246,330.1,340877.572829,-5195229.28741,3672512.01445,64.2,100
721031,35.38,-86.246,330.1,340877.572829,-5195229.28741,3672512.01445,62.2,100
721033,31.684,-83.27,111.3,636654.997804,-5395204.91933,3330723.77806,67.2,100
721034,30.879,-96.971,123.1,-664968.81131,-5438491.61754,3254450.44032,73.0,100
721035,31.885,-82.647,78.0,693774.356968,-5376292.41351,3349651.66381,69.2,100
721041,25.995,-81.673,1.5,830783.856985,-5676089.78827,2778564.71544,75.1,100
721042,28.228,-82.156,27.4,767520.928954,-5571217.0139,2998804.23766,70.9,100
721042,28.228,-82.156,27.4,767520.928954,-5571217.0139,2998804.23766,71.0,100
721043,32.164,-95.828,135.3,-548787.705994,-5376578.93194,3375911.9719,72.8,100
721044,32.931,-96.435,175.3,-600591.118265,-5325023.55891,3447633.61779,72.3,100
721044,32.931,-96.435,175.3,-600591.118265,-5325023.55891,3447633.61779,71.9,100
721045,39.332,-94.31,237.1,-371272.125567,-4926261.44186,4021044.1309,70.0,100
721045,39.332,-94.31,237.1,-371272.125567,-4926261.44186,4021044.1309,71.1,100
721046,30.167,-90.933,4.3,-89866.67922,-5518249.00141,3186394.75979,71.2,100
721048,29.634,-104.361,896.1,-1376373.18508,-5375808.12767,3135616.8657,80.2,100
721048,29.634,-104.361,896.1,-1376373.18508,-5375808.12767,3135616.8657,78.9,100
722003,44.476,-93.016,280.4,-239859.260372,-4552462.74193,4446182.06574,69.1,100
722004,46.244,-96.607,295.1,-508440.641817,-4389626.89395,4584259.26934,45.4,100
722006,43.621,-96.216,436.2,-500774.914682,-4597752.76396,4378004.51592,59.2,100
722007,43.459,-83.446,213.7,529286.001571,-4606876.5817,4364803.41905,65.3,100
722011,28.29,-81.437,25.0,836886.701686,-5557928.05024,3004855.27323,73.4,100
722014,28.474,-82.454,23.5,736833.718674,-5562295.83487,3022795.38824,72.1,100
722020,25.788,-80.317,8.8,966558.207253,-5664718.0206,2757937.05926,77.5,100
722022,26.378,-80.108,4.0,982277.21098,-5632838.19548,2816643.45083,78.2,100
722024,25.907,-80.28,3.1,969244.849173,-5658422.40907,2769799.16907,77.2,100
722026,25.483,-80.383,1.5,962473.360625,-5680234.19164,2727471.26627,77.2,100
722029,25.648,-80.433,3.1,956205.28037,-5673294.94046,2743961.24073,77.8,100
722030,26.685,-80.099,5.8,980549.746382,-5617717.81688,2847076.57708,76.0,100
722031,34.269,-86.858,293.5,289223.095928,-5268825.0116,3571310.03396,62.9,100
722032,44.074,-93.553,343.2,-284451.076174,-4581184.92302,4414241.31807,66.4,100
722033,44.753,-95.556,319.1,-439283.853482,-4515869.44021,4468121.9551,58.1,100
722034,26.917,-81.991,7.6,792928.03283,-5635552.82116,2870021.73134,74.5,100
722037,25.999,-80.241,2.7,972340.046501,-5653364.99426,2778963.55392,77.9,100
722038,26.155,-81.775,2.7,819563.259007,-5669849.46452,2794487.31707,76.4,100
722039,26.197,-80.171,4.3,977599.125116,-5642665.93986,2798664.01618,77.6,100
722040,28.101,-80.644,8.2,915334.805988,-5555563.3102,2986387.20033,76.4,100
722041,29.445,-90.261,0.3,-25321.7776319,-5558700.96836,3116947.4054,71.7,100
722042,32.742,-95.496,132.3,-514329.591839,-5345428.58444,3429998.51332,72.0,100
722044,34.804,-96.671,309.7,-609083.228785,-5207624.32565,3620210.73685,69.6,100
722046,28.517,-80.8,10.7,896710.055399,-5536455.08718,3026977.54623,79.4,100
722049,26.25,-80.108,6.4,983357.550906,-5639033.37128,2803932.53697,77.5,100
722050,28.434,-81.325,27.4,846606.420472,-5548789.1997,3018899.67394,72.7,100
722051,34.398,-96.148,179.8,-564250.676566,-5238290.28696,3583062.90064,70.5,100
722052,36.773,-98.67,449.3,-771123.005864,-5057018.94034,3797513.37223,73.3,100
722053,28.545,-81.333,32.9,844948.129566,-5543111.16379,3029714.49035,73.6,100
722054,35.135,-90.234,65.2,-21326.4468193,-5221831.6284,3650162.85897,67.9,100
722055,29.167,-82.233,26.5,753279.40934,-5522728.52461,3090090.05323,70.4,100
722057,28.78,-81.244,16.8,851653.606561,-5529431.05867,3052560.3831,71.1,100
722059,42.69,-88.304,237.4,138971.549379,-4693489.10554,4302413.08876,69.8,100
722060,30.495,-81.694,7.9,794618.807365,-5442923.63739,3217780.93757,66.6,100
722061,39.467,-106.15,3680.2,-1372233.43945,-4738689.73342,4034815.01728,35.0,100
722062,31.477,-82.861,78.3,676641.886224,-5402421.7948,3311153.23917,66.1,100
722065,30.233,-81.667,6.1,799311.21453,-5457074.02325,3192719.12292,71.7,100
722066,30.4,-81.417,4.9,821719.678506,-5444293.01304,3208700.09386,71.1,100
722067,30.219,-81.876,24.7,779512.643851,-5460742.74953,3191387.49373,65.2,100
722069,30.4,-86.472,6.7,338816.316566,-5495522.74509,3208701.00472,73.8,100
722070,32.131,-81.202,14.0,826909.73717,-5342745.50195,3372749.08931,64.7,100
722071,35.096,-97.966,350.5,-724053.141628,-5174182.65201,3646787.5871,71.8,100
722073,34.976,-78.364,45.1,1055257.78341,-5124466.3975,3635711.39397,63.8,100
722074,38.089,-88.123,118.3,164635.685493,-5023737.45378,3913296.78926,63.4,100
722075,41.932,-88.708,278.9,107152.669789,-4751048.844,4240174.2857,66.7,100
722076,40.2,-87.6,202.4,204292.803232,-4874278.6215,4095103.05153,67.5,100
722078,34.471,-97.951,339.2,-728168.893059,-5213538.77917,3589832.24566,71.4,100
722079,35.781,-80.304,223.4,872490.157956,-5106424.15314,3708636.27599,59.2,100
722080,32.899,-80.041,12.2,927076.585032,-5279802.92855,3444565.72892,65.1,100
722081,39.417,-77.383,92.4,1077776.57735,-4814984.10791,4028247.41673,61.2,100
722082,42.246,-89.582,261.8,34499.0200003,-4728739.6528,4266046.68151,67.9,100
722085,32.483,-80.717,11.3,868739.459331,-5314963.49434,3405739.10662,65.2,100
722089,40.933,-90.433,232.9,-36468.3833832,-4825507.33226,4156957.47007,69.8,100
722090,31.883,-81.567,13.7,794995.00493,-5362322.62906,3349429.39031,63.7,100
722091,36.294,-95.479,221.0,-491433.974018,-5123419.10212,3754665.53725,69.1,100
722092,36.605,-94.738,253.9,-423442.664852,-5108938.44108,3782445.94959,71.8,100
722093,44.68,-84.729,350.2,417342.135633,-4523704.56271,4462379.01953,67.7,100
722094,32.699,-97.047,179.5,-659145.655889,-5332146.60903,3426011.95634,72.7,100
722095,36.682,-101.505,951.9,-1021583.84845,-5019003.09271,3789719.20609,73.5,100
722096,35.976,-115.133,749.2,-2195029.88973,-4678869.94325,3726477.04195,62.7,100
722097,41.584,-95.339,375.2,-444591.61655,-4757342.51927,4211404.06566,68.8,100
722098,40.96,-72.252,17.1,1470357.79073,-4593948.72026,4159080.86701,51.5,100
722099,35.724,-96.82,299.9,-615624.673422,-5147500.15741,3703548.20396,71.5,100
722101,37.45,-106.8,3593.9,-1466152.57441,-4856131.61139,3859345.3859,30.0,100
722103,27.498,-80.377,7.3,946423.302838,-5581962.57713,2927277.07598,74.5,100
722104,27.765,-82.628,2.4,724687.578785,-5601215.24127,2953487.55443,77.0,100
722106,26.585,-81.861,4.6,808056.416188,-5650127.44237,2837172.03197,76.5,100
722107,32.675,-102.654,1010.4,-1177434.71376,-5244318.23397,3424220.40452,74.3,100
722108,26.536,-81.755,9.5,818856.795203,-5651029.63152,2832318.14781,74.2,100
722109,34.317,-84.417,372.2,513077.527336,-5248804.75254,3575753.5567,62.1,100
722109,34.317,-84.417,372.2,513077.527336,-5248804.75254,3575753.5567,62.3,100
722110,27.962,-82.54,5.8,731965.252698,-5589981.85273,2972789.13667,76.6,100
722112,32.699,-94.949,126.5,-463496.339658,-5352658.43736,3425983.32439,71.7,100
722113,30.169,-96.98,147.8,-670683.922943,-5478090.06022,3186658.55728,71.4,100
722114,45.159,-93.843,294.7,-301956.580051,-4495156.27976,4500034.73571,64.4,100
722115,27.401,-82.559,8.5,733851.912146,-5618863.35003,2917739.09519,75.6,100
722116,27.911,-82.688,3.4,717860.137667,-5594478.09692,2967794.8812,78.1,100
722118,27.072,-82.44,5.8,747715.13261,-5633864.07942,2885324.29448,75.5,100
722118,27.072,-82.44,5.8,747715.13261,-5633864.07942,2885324.29448,75.9,100
722119,28.0,-82.05,43.3,779475.37349,-5581593.66657,2976525.60545,73.6,100
722120,29.633,-83.105,11.6,666097.909188,-5508366.90648,3135083.16939,70.3,100
722122,32.693,-100.951,740.7,-1020813.02406,-5275712.20949,3425755.10406,75.1,100
722123,27.95,-81.783,38.1,805848.033036,-5580468.66953,2971629.62985,72.4,100
722124,40.149,-97.587,449.0,-644630.508805,-4839656.95852,4090934.96074,72.8,100
722125,43.433,-83.867,182.9,495631.285094,-4612594.17959,4362684.957,67.8,100
722126,41.54,-87.532,187.8,205884.067727,-4776738.86153,4207623.04863,68.1,100
722127,41.121,-87.846,191.7,180858.177707,-4808508.79719,4172681.49001,67.9,100
722128,35.483,-81.161,266.7,798981.529687,-5137971.61738,3681787.08664,59.7,100
722129,46.839,-96.663,279.5,-507158.688413,-4341429.34061,4629743.7117,44.1,100
722130,31.25,-82.4,43.3,721815.782102,-5409757.66106,3289643.64003,66.5,100
722131,35.541,-78.39,50.3,1045650.81813,-5089503.68867,3686899.6471,59.6,100
722132,35.382,-80.491,214.9,860073.767353,-5134643.32949,3672626.23567,61.7,100
722133,35.438,-94.803,160.9,-435608.259299,-5184265.01582,3677658.93341,70.0,100
722134,32.193,-82.372,83.5,717166.181465,-5354947.14055,3378606.26996,66.8,100
722136,31.259,-81.466,7.9,809821.141505,-5396730.8981,3290478.32218,62.5,100
722137,31.152,-81.391,4.9,817804.446443,-5401740.9774,3280329.81104,68.4,100
722138,30.368,-89.455,7.0,52389.1910983,-5507502.77403,3205640.8968,72.8,100
722140,30.393,-84.353,16.8,541821.607266,-5479636.48399,3208036.76717,71.8,100
722141,36.023,-78.33,112.5,1044664.9621,-5057831.31556,3730322.19853,59.9,100
722142,44.523,-114.215,1534.1,-1868701.42072,-4155139.51562,4450786.46777,47.9,100
722143,32.579,-96.719,152.7,-629447.33449,-5342938.55606,3414790.93435,72.5,100
722144,45.236,-93.986,313.3,-312753.55286,-4488344.27556,4506078.35335,64.1,100
722145,45.426,-84.913,206.4,397600.573532,-4466472.32361,4520847.87428,61.3,100
722147,31.083,-83.8,86.3,590467.022401,-5435341.30992,3273822.48208,68.5,100
722148,35.417,-80.151,185.6,890139.166033,-5127209.30145,3675774.66758,59.0,100
722149,41.352,-89.153,199.3,70881.6596261,-4794479.45361,4191979.14553,71.2,100
722151,41.35,-71.799,24.7,1497731.39117,-4555107.95979,4191697.04831,52.5,100
722152,36.437,-99.521,666.9,-849852.664403,-5067109.63334,3767708.62467,70.8,100
722155,39.217,-104.633,2151.9,-1250451.09147,-4789245.77692,4012370.90148,48.1,100
