STATION,LAT,LON,ELEV(M),X,Y,Z,TEMP,DAY_OF_YEAR
722156,34.123,-84.849,232.6,474564.486124,-5264462.84927,3557879.89667,61.3,100
722157,40.52,-90.652,215.5,-55252.8368236,-4855241.88055,4122188.42794,71.0,100
722158,38.99,-76.48,2.0,1160514.02185,-4826466.18464,3991455.46857,64.7,100
722159,26.178,-97.973,21.3,-794464.562786,-5672302.93247,2796782.55922,76.7,100
722160,31.536,-84.194,57.9,550433.872863,-5413282.06424,3316720.06369,69.7,100
722164,35.668,-95.949,219.5,-537674.192913,-5159804.73686,3698455.04189,71.6,100
722165,34.979,-89.787,122.5,19449.6748935,-5231826.99825,3636028.473,73.4,100
722166,30.783,-83.277,60.4,642054.885068,-5446682.74057,3245279.05159,68.5,100
722167,38.247,-78.046,143.0,1038866.00568,-4906848.09911,3927100.70285,58.9,100
722168,44.779,-95.033,328.0,-397866.986915,-4517670.41432,4470179.70251,57.4,100
722169,31.383,-103.511,796.4,-1273453.2234,-5299831.76288,3302633.85918,74.0,100
722170,32.685,-83.653,104.6,594039.363131,-5340572.26936,3424664.83709,63.2,100
722171,40.924,-88.625,200.9,115811.18635,-4824886.04928,4156181.35126,68.8,100
722172,39.7,-87.669,199.3,199872.52502,-4910138.66208,4052540.36513,64.7,100
722173,34.711,-97.223,295.1,-659963.625676,-5207338.19909,3611725.79917,70.8,100
722174,34.167,-101.717,1028.4,-1073008.04884,-5173629.05728,3562366.33521,71.0,100
722175,32.633,-83.6,89.6,599324.750699,-5343100.52689,3419801.68574,65.5,100
722176,33.312,-84.77,295.7,486379.283685,-5313582.85107,3483090.14881,64.1,100
722177,35.195,-83.865,516.9,557699.138424,-5188523.85794,3655865.01949,57.3,100
722178,35.021,-94.621,137.5,-421286.840907,-5212204.84439,3639853.99696,68.5,100
722179,45.15,-92.533,303.6,-199141.81985,-4501599.45053,4499335.66497,69.2,100
722180,33.364,-81.963,40.2,745538.400495,-5280038.63324,3487768.14764,60.8,100
722181,33.467,-82.039,128.9,737672.951807,-5274865.55149,3497352.65697,68.9,100
722182,41.893,-89.078,238.1,76515.7892347,-4754504.7366,4236923.32919,68.3,100
722183,45.823,-92.373,301.5,-184361.642967,-4448842.62995,4551775.59062,69.8,100
722185,34.272,-83.83,388.6,567127.866375,-5246082.79263,3571638.60662,64.5,100
722186,45.689,-85.566,203.0,345057.819036,-4449903.80585,4541313.09736,62.3,100
722187,35.357,-96.943,327.1,-629537.629457,-5169685.19963,3670429.32408,71.0,100
722188,35.212,-91.737,80.5,-158135.258848,-5214569.35971,3657154.62739,66.4,100
722189,27.182,-80.221,5.5,964349.024391,-5595211.42212,2896172.00229,76.7,100
722190,33.63,-84.442,307.9,514906.607727,-5291360.02705,3512519.48238,66.8,100
722191,33.929,-78.075,7.6,1094662.35077,-5183335.15735,3539919.04001,65.3,100
722192,32.473,-100.466,725.4,-978503.453069,-5297072.82276,3405186.99734,74.3,100
722193,36.285,-78.984,185.6,983599.672322,-5052648.18283,3753839.58718,58.4,100
722194,40.293,-88.142,224.6,157959.436963,-4869341.4489,4102999.70917,67.4,100
722195,33.779,-84.521,256.0,506730.542893,-5282892.67806,3526239.97633,62.4,100
722196,33.875,-84.302,305.4,526334.952312,-5275059.35065,3535113.60385,62.6,100
722197,33.355,-84.567,243.2,504950.017298,-5309173.54909,3487046.02528,61.6,100
722198,36.2,-81.65,910.4,748412.49909,-5099026.22291,3746660.40381,54.7,100
722199,35.929,-95.004,266.1,-451028.097067,-5151132.81168,3721971.48102,68.8,100
722200,29.733,-85.033,5.8,479923.846623,-5522184.94375,3144710.46823,72.2,100
722201,35.582,-79.101,75.3,981918.415655,-5099509.36057,3690614.78601,59.4,100
722202,29.211,-99.744,287.1,-942991.794318,-5491334.33415,3094474.8709,74.2,100
722203,38.483,-106.317,3667.1,-1405351.43898,-4800639.15022,3949834.33333,31.6,100
722204,42.046,-90.108,187.8,-8941.69258183,-4743709.62845,4249525.25593,68.7,100
722208,48.708,-122.911,9.5,-2291188.81359,-3540148.20824,4769199.70689,52.3,100
722209,28.654,-96.681,9.1,-651667.21951,-5563299.29226,3040309.55072,74.6,100
722210,30.483,-86.517,26.5,334217.850661,-5491150.84167,3216643.99201,70.9,100
722211,41.964,-100.569,888.2,-871303.921725,-4669743.3838,4243225.34475,54.2,100
722212,29.959,-81.34,3.1,832735.745787,-5467478.16755,3166438.44071,68.6,100
722213,28.821,-81.81,23.5,796679.076559,-5535413.18564,3056545.6573,72.4,100
722214,35.858,-102.013,1129.3,-1077332.78941,-5062803.5668,3716094.86751,70.4,100
722215,30.78,-86.523,57.9,332626.993572,-5474467.11001,3244992.02693,69.0,100
722216,33.615,-81.084,97.8,824077.547851,-5252851.78651,3511017.70434,63.8,100
722217,32.564,-82.985,94.2,657144.716048,-5340455.34218,3413357.58805,59.8,100
722218,38.533,-76.033,6.1,1205799.58427,-4848091.77952,3951899.3934,59.8,100
722219,31.363,-85.849,121.9,394590.668231,-5436957.46543,3300389.26425,71.0,100
722221,41.037,-107.493,1996.1,-1448659.93774,-4596520.3915,4166833.96961,36.6,100
722223,30.478,-87.187,34.1,269998.680098,-5494970.93637,3216170.14553,72.3,100
722225,30.35,-87.317,8.5,257865.535374,-5502723.10857,3203919.82498,72.5,100
722226,30.717,-87.017,60.7,285600.721106,-5480700.0512,3238990.78124,68.9,100
722230,30.688,-88.246,65.5,168032.862013,-5487209.86206,3236228.7939,70.9,100
722231,31.666,-98.149,396.2,-770247.870618,-5379061.95925,3329174.75359,71.5,100
722231,31.666,-98.149,396.2,-770247.870618,-5379061.95925,3329174.75359,72.1,100
722235,30.626,-88.068,7.9,185195.551023,-5490114.66591,3230286.52684,72.6,100
722238,31.35,-85.667,96.6,411914.176183,-5436402.98688,3299145.21457,71.0,100
722239,31.356,-85.751,74.4,403916.502617,-5436636.94498,3299701.78297,69.2,100
722241,42.242,-96.983,434.0,-574962.898753,-4694211.07542,4265833.51259,62.5,100
722243,34.891,-79.759,109.1,931159.568217,-5154003.22208,3628017.19939,63.7,100
722244,38.981,-76.922,15.2,1123391.33995,-4835897.37171,3990687.13769,60.2,100
722246,30.65,-86.517,58.0,333647.507834,-5481780.1917,3232601.36357,69.1,100
722247,40.624,-74.669,32.0,1281761.39819,-4675390.29229,4130841.55245,57.1,100
722248,30.131,-93.376,3.1,-325120.95969,-5511402.8302,3182943.24038,74.1,100
722248,30.131,-93.376,3.1,-325120.95969,-5511402.8302,3182943.24038,74.9,100
722249,39.531,-84.395,198.1,481137.664258,-4902616.11917,4038084.78321,58.1,100
722250,32.35,-85.0,70.7,470070.193442,-5372926.89701,3393320.22423,63.9,100
722251,32.514,-92.588,94.8,-243095.097901,-5378226.20684,3408683.42146,68.9,100
722252,44.729,-96.266,363.6,-495416.977146,-4511976.9693,4466258.78867,55.5,100
722253,32.756,-91.881,50.9,-176237.496559,-5366314.0769,3431260.30985,67.9,100
722255,32.516,-84.942,119.5,474642.117229,-5362654.9215,3408883.7274,69.6,100
722256,42.098,-70.672,3.4,1568728.57264,-4472577.57185,4253689.21825,47.8,100
722260,32.3,-86.408,61.6,338091.250594,-5385806.45519,3388629.94241,69.3,100
722261,27.267,-80.85,10.1,902182.704488,-5601210.84501,2904549.33183,68.8,100
722265,32.383,-86.35,52.1,343229.105416,-5380539.5156,3396401.24146,66.7,100
722266,32.344,-86.988,50.6,283417.256018,-5386338.38199,3392747.35507,67.0,100
722267,31.861,-86.012,121.0,377108.5336,-5409183.44129,3347414.36257,67.1,100
722268,31.317,-85.45,114.0,432652.932069,-5436715.4686,3296028.95899,72.4,100
722269,31.267,-85.717,91.7,407526.696585,-5441525.01708,3291280.01311,71.8,100
722270,33.917,-84.517,325.5,506290.189696,-5274427.5479,3538991.93277,64.3,100
722274,40.684,-92.901,311.8,-245145.339859,-4837569.35289,4136078.78505,70.5,100
722275,31.309,-86.394,94.5,343051.384605,-5443549.05249,3295261.01271,72.7,100
722276,31.416,-87.044,78.6,280956.412731,-5440910.57232,3305383.18937,68.2,100
722279,34.653,-86.945,180.4,279932.787313,-5245094.85219,3606369.33172,64.3,100
722280,33.566,-86.745,187.5,302079.470077,-5311598.99268,3506539.94109,68.9,100
722284,32.616,-85.433,236.5,428202.160727,-5360673.26988,3418293.03387,68.2,100
722285,33.967,-86.083,173.4,361738.982438,-5283078.2789,3543508.22263,60.9,100
722286,33.212,-87.616,45.7,222195.586349,-5337047.6416,3473678.88082,67.1,100
722287,33.587,-85.856,181.1,384360.974433,-5304982.60662,3508477.0348,64.9,100
722291,40.948,-95.917,367.3,-497362.431451,-4798950.61606,4158303.92129,72.3,100
722291,40.948,-95.917,367.3,-497362.431451,-4798950.61606,4158303.92129,73.1,100
722293,29.784,-93.3,5.0,-318915.86135,-5531007.0748,3149617.81909,74.6,100
722294,29.8,-92.804,2.0,-270980.268774,-5532677.83852,3151155.50659,72.3,100
722300,33.178,-86.782,172.2,299977.45112,-5335415.05782,3470592.57491,66.4,100
722310,29.997,-90.278,1.2,-26823.8924536,-5528358.87454,3170086.32795,73.2,100
722312,30.521,-90.418,13.4,-40118.6569936,-5499016.61383,3220267.07845,67.2,100
722314,30.038,-91.884,7.3,-181678.320507,-5523168.30407,3174024.74059,71.9,100
722315,30.049,-90.029,2.7,-2796.72753488,-5525540.36251,3175077.99354,74.2,100
722316,29.817,-90.017,0.6,-1643.2680117,-5538371.70096,3152789.92114,68.1,100
722319,31.736,-93.099,36.9,-293528.721166,-5421604.86024,3335589.85006,70.5,100
722320,30.537,-91.147,19.5,-110062.054813,-5497165.47388,3221798.0679,70.6,100
722322,37.033,-85.95,218.2,360053.722325,-5085231.80119,3820448.76265,61.4,100
722322,37.033,-85.95,218.2,360053.722325,-5085231.80119,3820448.76265,64.3,100
722323,31.417,-97.8,276.2,-739415.157531,-5397862.28946,3305580.81429,70.8,100
722324,32.036,-102.101,854.4,-1134687.64661,-5292394.3166,3364269.34165,76.9,100
722329,29.717,-91.333,2.7,-128967.990386,-5542376.80715,3143168.7391,70.6,100
722330,30.343,-89.822,8.2,17115.1831243,-5509126.98749,3203249.98854,66.3,100
722330,30.343,-89.822,8.2,17115.1831243,-5509126.98749,3203249.98854,66.3,100
722331,42.471,-93.207,346.6,-263610.626525,-4704708.43259,4284573.14526,67.9,100
722331,42.471,-93.207,346.6,-263610.626525,-4704708.43259,4284573.14526,65.9,100
722332,45.469,-89.806,452.9,15172.0292524,-4480875.88033,4524376.50268,65.3,100
722334,30.833,-93.333,62.2,-318692.377015,-5472285.26291,3250041.10262,71.8,100
722336,29.33,-89.4,1.0,58275.6284214,-5564709.17323,3105841.15182,73.0,100
722338,27.349,-98.737,202.1,-861177.618135,-5603616.77363,2912711.20032,77.0,100
722340,32.335,-88.744,89.6,118242.026717,-5393060.40087,3391924.97527,65.4,100
722341,29.296,-81.113,8.8,860004.114294,-5500035.59245,3102558.91315,72.6,100
722342,44.249,-95.607,408.4,-447145.20105,-4554609.78554,4428237.13185,60.2,100
722343,42.351,-86.256,203.0,308273.045469,-4710896.74017,4274634.17093,70.6,100
722345,32.55,-88.567,82.6,134581.843978,-5379877.02797,3412042.74852,65.7,100
722346,42.993,-84.139,224.3,477149.476376,-4648221.68436,4327085.94275,68.1,100
722348,31.467,-89.333,89.3,63388.2489884,-5444850.18149,3310213.29954,65.7,100
722350,32.321,-90.078,100.6,-7344.78457277,-5395190.99336,3390618.97808,66.0,100
722351,29.266,-96.008,30.5,-582841.186181,-5537925.1949,3099669.16245,73.0,100
722354,32.337,-90.221,104.2,-20806.5295814,-5394210.04183,3392120.17967,67.2,100
722355,32.233,-90.933,31.4,-87934.9700264,-5399632.70869,3382331.38739,69.4,100
722357,31.617,-91.283,82.9,-121727.349615,-5435150.12964,3324384.72675,69.0,100
722358,31.183,-90.471,125.9,-44896.7564703,-5461436.76162,3283333.39686,68.7,100
722361,29.054,-80.948,3.1,877895.906955,-5510444.01913,3079136.07273,74.9,100
722362,33.167,-95.617,149.1,-523108.939223,-5318827.46693,3469558.75106,72.8,100
722363,29.947,-100.173,723.0,-977034.895536,-5444852.32979,3165645.26393,70.4,100
722364,34.681,-90.347,59.1,-31799.5382494,-5250596.70366,3608855.11734,66.7,100
722367,38.783,-93.8,243.2,-329954.004306,-4967696.00066,3973719.31623,70.3,100
722368,35.55,-98.667,489.2,-782930.42788,-5136256.58593,3687967.31447,71.1,100
722368,35.55,-98.667,489.2,-782930.42788,-5136256.58593,3687967.31447,71.0,100
722369,27.917,-97.2,5.2,-706884.048436,-5595563.41629,2968383.2714,77.6,100
722369,27.917,-97.2,5.2,-706884.048436,-5595563.41629,2968383.2714,78.3,100
722390,31.05,-93.183,100.6,-303679.867096,-5460782.70144,3270695.86072,71.8,100
722400,30.125,-93.228,2.7,-310902.235667,-5512557.23298,3182367.76632,72.5,100
722404,30.21,-93.143,5.2,-302464.350005,-5508286.4928,3190515.51464,71.4,100
722405,30.205,-91.988,11.6,-191381.198293,-5513548.40431,3190039.72056,72.2,100
722406,29.566,-90.66,2.7,-63954.8217149,-5551786.7983,3128621.28839,69.6,100
722410,29.951,-94.021,4.9,-387843.538764,-5517359.78985,3165670.98799,73.8,100
722416,29.709,-98.046,196.6,-776051.007237,-5489905.22942,3142494.64849,73.7,100
722420,29.273,-94.859,1.5,-471640.534739,-5548095.90626,3100331.81004,74.6,100
722427,29.519,-95.242,13.4,-507494.74172,-5531501.61694,3124094.16712,73.9,100
722429,30.068,-95.556,46.3,-534876.615044,-5498569.86778,3176922.79873,73.8,100
722430,29.98,-95.36,29.0,-516518.324552,-5505212.25777,3168468.01547,73.7,100
722436,29.617,-95.167,9.8,-499770.561659,-5526819.51121,3133540.5768,74.3,100
722440,29.638,-95.282,13.4,-510756.93727,-5524662.52159,3135565.79226,73.4,100
722444,30.357,-95.414,74.7,-519728.724139,-5483853.32722,3204622.91925,71.7,100
722446,31.236,-94.754,87.8,-452391.992803,-5439764.83639,3288339.58793,70.8,100
722447,30.744,-95.586,111.6,-534069.006372,-5460595.57105,3241589.85164,73.1,100
722448,32.354,-95.403,165.8,-507834.899787,-5369331.36422,3393745.84021,72.8,100
722469,32.031,-96.399,136.6,-603215.183063,-5378631.95392,3363418.55574,72.6,100
722470,32.385,-94.712,111.3,-442889.219342,-5373185.18403,3396620.24507,72.8,100
722479,32.664,-97.094,192.0,-663779.559968,-5333694.43742,3422751.64471,72.4,100
722480,32.447,-93.824,77.4,-359315.208178,-5375697.65431,3402406.25135,72.8,100
722484,32.543,-93.745,54.6,-351527.981302,-5370461.64522,3411373.31299,75.0,100
722485,32.5,-93.667,50.6,-344380.292781,-5373490.26674,3407350.35618,70.0,100
722486,32.516,-92.041,24.1,-191732.768289,-5380123.17012,3408832.44655,69.8,100
722487,31.395,-92.291,36.0,-217836.356439,-5444980.95942,3303373.67691,67.4,100
722488,32.35,-91.028,26.2,-96763.3420025,-5392544.92501,3393296.41273,68.1,100
722489,32.71,-96.267,144.8,-586422.138714,-5339941.34507,3427019.73385,73.7,100
722499,31.578,-94.709,108.2,-446498.638538,-5420441.73117,3320714.69561,71.2,100
722500,25.914,-97.423,7.3,-741636.166005,-5692390.3785,2770498.55559,79.9,100
722505,26.228,-97.654,10.4,-762544.20863,-5674204.34314,2801748.04307,78.9,100
722506,26.184,-98.254,30.5,-822233.078271,-5668056.29494,2797383.16575,81.6,100
722508,26.166,-97.346,5.8,-732418.20317,-5681224.90312,2795582.53954,78.9,100
722510,27.774,-97.512,13.4,-738312.27587,-5598976.73616,2954375.15757,77.1,100
722515,27.683,-97.283,5.5,-716522.344957,-5606530.10132,2945445.33986,78.6,100
722516,27.5,-97.817,15.2,-770022.282856,-5608922.32102,2927477.30767,78.3,100
722517,27.741,-98.025,52.7,-788655.292372,-5593862.79771,2951157.34391,77.1,100
722518,27.9,-98.05,78.3,-789947.600961,-5585398.28457,2966752.67548,77.3,100
722520,27.533,-99.467,150.6,-930947.916975,-5582876.68408,2930783.02779,81.2,100
722523,29.339,-98.472,174.0,-819821.900053,-5503954.53076,3106795.57533,75.9,100
722524,28.084,-97.046,6.7,-690776.085095,-5588821.51323,2984724.48765,75.9,100
722526,28.457,-99.218,145.1,-898976.333068,-5539420.39475,3021197.04012,77.3,100
722527,29.11,-95.462,7.6,-530842.612839,-5551602.03157,3084562.61057,75.3,100
722530,29.544,-98.484,240.5,-819335.311298,-5492792.79271,3126617.25815,73.4,100
722533,29.36,-99.174,280.4,-887027.179718,-5492462.27276,3108876.70522,75.8,100
722535,29.383,-98.583,210.3,-830131.085189,-5500022.67832,3111064.07255,74.8,100
722536,29.533,-98.262,221.9,-798130.728152,-5496505.06499,3125547.23578,72.3,100
722537,29.983,-99.083,492.9,-872934.832592,-5460287.88793,3168987.90354,70.3,100
722539,29.891,-97.864,182.0,-757234.859032,-5482397.88457,3159994.66931,72.7,100
722540,30.183,-97.68,146.3,-737455.270222,-5468713.06429,3187999.49481,73.3,100
722541,33.19,-96.591,178.6,-613289.045208,-5307804.54694,3471709.95565,72.5,100
722542,30.741,-98.235,392.6,-785931.247658,-5430484.4935,3241447.62538,71.1,100
722543,29.622,-95.657,25.6,-546992.04879,-5522084.43825,3134030.19431,75.2,100
722544,30.321,-97.76,204.2,-744056.36691,-5460090.67221,3201243.90707,73.1,100
722547,30.679,-97.679,239.9,-733649.019253,-5441204.27084,3235459.68183,71.4,100
722550,28.861,-96.93,35.1,-674509.355261,-5549480.37343,3060434.69448,74.7,100
722552,33.651,-97.197,255.7,-665872.55851,-5273144.47659,3514429.80754,70.8,100
722555,28.725,-96.254,3.7,-609776.673023,-5564241.50643,3047209.90011,75.7,100
722560,31.619,-97.228,152.4,-684004.332914,-5393254.30084,3324610.00856,73.1,100
722561,31.638,-97.074,143.3,-669368.839503,-5393969.19662,3326399.08435,73.8,100
722563,31.485,-97.316,180.4,-693280.069373,-5399932.62337,3311963.03717,72.8,100
722570,31.133,-97.717,281.6,-733790.710515,-5415131.99838,3278669.89501,69.2,100
722575,31.083,-97.683,256.3,-730957.205292,-5418383.52604,3273910.24955,71.3,100
722576,31.067,-97.833,309.4,-745270.970866,-5417403.5029,3272418.23068,70.3,100
722577,31.15,-97.417,207.9,-705293.239558,-5417870.69548,3280245.04864,72.1,100
722580,32.852,-96.856,134.1,-640265.799987,-5325156.37072,3440254.1984,74.6,100
722587,33.633,-95.45,166.7,-504903.050034,-5292020.70266,3512718.34016,70.2,100
722588,33.068,-96.065,163.1,-565315.910772,-5320551.78978,3460370.06639,74.1,100
722589,33.206,-97.199,195.7,-669457.797801,-5300048.05999,3473204.25763,72.9,100
722590,32.898,-97.019,170.7,-655078.018853,-5320595.39885,3444558.6996,73.5,100
722593,32.565,-97.308,213.4,-684451.289481,-5337065.44872,3413515.21178,72.9,100
722594,32.973,-97.318,208.8,-682262.703997,-5312650.52382,3451560.56833,73.2,100
722595,32.767,-97.45,185.3,-696105.536722,-5323339.97271,3432358.91164,74.3,100
722597,32.782,-98.06,283.5,-752625.310402,-5314817.42813,3433810.8114,73.0,100
722598,32.969,-96.836,196.3,-637573.97465,-5318431.29658,3451181.58406,73.0,100
722599,32.681,-96.868,200.6,-642615.149217,-5335267.89756,3424343.30588,73.8,100
722600,32.215,-98.178,402.6,-768389.60982,-5346796.51821,3380840.68093,71.5,100
722610,29.378,-100.927,304.5,-1054449.61683,-5461816.66413,3110627.3399,77.9,100
722615,29.367,-100.783,329.8,-1040835.27439,-5465058.69059,3109577.17169,77.7,100
722616,30.048,-102.213,707.8,-1169050.06121,-5401137.3659,3175335.10015,76.7,100
722618,30.912,-102.917,917.5,-1224503.00347,-5339180.71906,3257998.09327,74.5,100
722620,31.831,-104.809,1663.0,-1386713.75951,-5245164.72859,3345401.80378,68.7,100
722630,31.352,-100.495,584.0,-993132.512301,-5361074.44322,3299588.18344,77.2,100
722637,35.9,-100.4,730.3,-933844.396485,-5088117.96824,3719637.5199,73.9,100
722640,30.371,-104.017,1478.0,-1334298.04287,-5344820.79776,3206671.57147,66.0,100
722648,31.921,-102.387,914.7,-1162551.01592,-5293311.55464,3353482.97916,75.6,100
722650,31.948,-102.209,872.3,-1145758.21512,-5295314.48784,3356001.70321,76.5,100
722656,31.78,-103.202,855.6,-1239598.30813,-5284224.66146,3340169.41841,75.9,100
722660,32.411,-99.682,545.6,-906527.085659,-5313452.31237,3399287.52059,73.5,100
722666,31.8,-98.95,419.7,-844157.164933,-5360068.08922,3341824.95159,73.5,100
722670,33.666,-101.823,991.8,-1088925.62602,-5201960.19923,3516222.74728,74.2,100
722676,32.853,-104.468,1079.3,-1340198.45493,-5194128.56084,3440860.12297,73.3,100
722677,35.003,-105.663,2159.8,-1412529.98265,-5037721.32445,3639378.43906,55.6,100
722678,36.741,-104.502,1935.2,-1281815.56361,-4955699.39193,3795556.93067,57.5,100
722680,33.308,-104.508,1112.2,-1336930.08107,-5166548.98679,3483167.74896,71.8,100
722683,33.45,-105.517,2075.7,-1425599.51137,-5134629.31004,3496852.66135,59.4,100
722686,34.383,-103.317,1309.1,-1213990.65868,-5128744.31873,3582327.50578,68.4,100
722687,32.334,-104.258,985.1,-1328769.57556,-5228982.39748,3392310.23791,73.6,100
722688,32.693,-103.213,1114.0,-1228316.9819,-5231616.61085,3425956.7374,73.2,100
722689,34.433,-103.083,1285.0,-1192320.32398,-5130586.69777,3586890.86623,68.1,100
722691,32.2,-81.87,34.1,763991.304295,-5348007.37127,3379236.8218,64.2,100
722691,32.2,-81.87,34.1,763991.304295,-5348007.37127,3379236.8218,63.5,100
722692,38.586,-77.711,103.0,1062554.13043,-4877812.32884,3956560.40507,59.2,100
722692,38.586,-77.711,103.0,1062554.13043,-4877812.32884,3956560.40507,60.7,100
722693,32.84,-105.991,1280.2,-1478037.73843,-5157587.66291,3439757.63475,67.5,100
722695,32.283,-106.917,1357.6,-1570891.38658,-5164902.36579,3387728.51704,69.1,100
722700,31.811,-106.376,1194.2,-1529846.36221,-5206022.20684,3343269.841,74.8,100
722704,31.85,-106.38,1203.4,-1529568.70081,-5203734.28678,3346949.50828,73.9,100
722710,33.237,-107.268,1478.3,-1585534.80253,-5100597.86601,3476783.56709,69.5,100
722720,31.458,-109.606,1251.2,-1827651.82706,-5130942.28688,3309968.46413,66.3,100
722721,32.633,-108.167,1637.7,-1676766.83943,-5109832.40873,3420636.50782,61.8,100
722725,32.262,-107.721,1310.9,-1643577.10229,-5143498.18829,3385734.19026,69.3,100
722728,31.421,-110.846,1198.5,-1939005.05595,-5092147.73756,3306440.12535,64.3,100
722730,31.588,-110.344,1438.4,-1891022.51886,-5100058.07955,3322356.04368,64.2,100
722740,32.131,-110.955,776.9,-1933731.84599,-5049393.65977,3373154.84289,72.1,100
722745,32.167,-110.883,824.2,-1926642.03562,-5049872.13443,3376560.34959,70.8,100
722747,32.855,-109.635,968.0,-1802458.51644,-5052123.56361,3440986.1002,71.3,100
722748,32.95,-111.767,445.6,-1986873.84827,-4975848.58087,3449549.09237,70.4,100
722749,33.269,-111.813,378.9,-1983665.90524,-4956256.94649,3479149.10946,72.6,100
722764,35.658,-109.061,2054.1,-1694883.27759,-4905326.85961,3698623.03602,53.4,100
722780,33.428,-112.004,337.4,-1996531.52803,-4940595.84962,3493858.21366,72.9,100
722781,36.338,-88.383,176.8,145154.756174,-5141958.40773,3758573.58394,66.3,100
722783,33.467,-111.733,420.6,-1972283.89093,-4947833.50631,3497513.51687,71.8,100
722784,33.688,-112.082,443.5,-1997295.73068,-4923182.67943,3517949.58673,69.1,100
722785,33.55,-112.367,330.7,-2024949.12568,-4920937.54122,3505140.19179,70.2,100
722786,33.3,-111.667,421.2,-1970346.39789,-4959574.78716,3482046.68407,70.2,100
722787,33.527,-112.295,324.9,-2019296.59393,-4924777.94376,3503010.56165,72.2,100
722788,33.417,-112.383,295.1,-2029411.11831,-4927869.96512,3492816.5865,71.0,100
722789,33.623,-111.911,449.0,-1984086.35923,-4932833.10905,3511951.09252,70.6,100
722810,32.817,-115.683,-12.8,-2325359.06114,-4835410.2655,3436913.07885,66.2,100
722813,31.607,-110.428,1453.3,-1898116.63819,-5096257.47907,3324158.65383,62.6,100
722820,31.4,-93.283,111.3,-312058.72116,-5440169.34201,3303886.11708,69.1,100
722821,31.15,-92.967,94.5,-282794.390171,-5456164.24719,3280186.38905,71.7,100
722823,39.645,-77.468,561.4,1067214.44106,-4801201.75727,4048070.99291,61.1,100
722857,48.941,-97.903,290.2,-577151.521428,-4157707.78577,4786470.39231,36.8,100
722860,33.9,-117.25,468.2,-2426659.20891,-4711650.00241,3537506.48417,54.0,100
722866,34.095,-117.235,353.3,-2419846.73735,-4701446.10119,3555375.87887,55.9,100
722868,33.822,-116.504,124.7,-2367132.88057,-4746904.1212,3530130.4162,67.7,100
722869,33.952,-117.439,245.2,-2440619.40454,-4700598.21407,3542168.25455,55.2,100
722874,34.024,-118.291,54.6,-2508054.93109,-4659716.82547,3548683.81895,57.5,100
722880,34.201,-118.358,236.2,-2508343.48888,-4647223.30986,3565041.45108,55.6,100
722885,34.016,-118.451,53.0,-2521293.41329,-4653130.20566,3547947.41781,55.8,100
722886,34.21,-118.489,234.7,-2518693.94676,-4640981.76274,3565866.28798,55.3,100
722887,34.1,-117.783,308.2,-2464539.55882,-4677778.88983,3555809.89258,54.0,100
722895,34.667,-120.467,26.8,-2662756.49919,-4526423.00565,3607559.47267,53.0,100
722897,35.237,-120.641,61.0,-2658041.22172,-4487170.7721,3659409.1687,52.9,100
722899,33.975,-117.636,198.1,-2456087.75036,-4690881.55569,3544257.96403,57.1,100
722900,32.734,-117.183,4.6,-2453421.5769,-4777328.11211,3429183.17633,58.1,100
722903,32.816,-117.139,127.1,-2447553.51766,-4774921.53404,3436895.69432,55.9,100
722904,32.572,-116.979,157.0,-2440852.2847,-4794786.00975,3414139.0771,55.5,100
722906,32.7,-117.2,7.9,-2455771.74848,-4778415.02415,3426012.57707,57.5,100
722907,32.826,-116.973,118.0,-2433433.02313,-4781450.10871,3437822.75879,55.9,100
722909,32.567,-117.117,7.3,-2452472.2492,-4789046.57567,3413591.19878,57.8,100
722910,33.24,-119.458,153.0,-2626163.2114,-4649677.15278,3476335.46313,54.6,100
722920,33.405,-118.416,488.3,-2536522.08571,-4688069.89577,3491811.90887,49.1,100
722925,33.023,-118.588,55.5,-2561516.10896,-4700495.01549,3456127.89536,57.0,100
722926,33.3,-117.35,22.9,-2451628.63733,-4739790.18316,3481828.00828,57.1,100
722927,33.128,-117.279,100.0,-2450572.07438,-4752169.19615,3465910.34327,56.8,100
722928,33.286,-117.456,27.1,-2460787.88197,-4736005.88624,3480532.4167,58.3,100
722928,33.286,-117.456,27.1,-2460787.88197,-4736005.88624,3480532.4167,58.2,100
722931,32.867,-117.133,145.4,-2445661.57609,-4772461.66364,3441657.73098,58.5,100
722934,33.219,-117.349,8.5,-2453803.85511,-4744198.49161,3474308.01953,58.4,100
722950,33.938,-118.389,29.6,-2518546.48122,-4660092.46525,3540759.59133,57.4,100
722953,35.067,-118.15,849.5,-2465933.57826,-4608599.17707,3644441.28777,55.2,100
722955,33.803,-118.34,29.6,-2518521.7943,-4669589.84602,3528326.46239,58.2,100
722956,33.923,-118.334,19.2,-2514508.64089,-4663317.81296,3539373.28655,57.5,100
722970,33.812,-118.146,9.5,-2502426.55023,-4677586.13492,3529144.75557,59.2,100
722972,39.163,-89.675,210.3,28089.6455507,-4952002.69819,4006496.67539,65.7,100
722975,33.79,-118.052,10.7,-2495387.96611,-4682884.26079,3527117.66408,59.0,100
722976,33.872,-117.979,29.3,-2487051.08933,-4681601.48847,3534683.4282,59.2,100
722977,33.68,-117.866,16.5,-2483342.05417,-4696954.77448,3516974.3824,59.4,100
723010,35.742,-81.382,358.1,776661.163528,-5124543.511,3705203.477,62.7,100
